org_code,org_name,benchmark_group,ess_factor,assumed_beta,assumed_tau,assumed_individual_sd,nominal_burnout_n,observed_burnout,posterior_mean,posterior_sd,repeat_floor_sd,selected,review_slots,ordinary_KG,validation_KG,ordinary_KG_per_cost,validation_KG_per_cost,preferred_channel,action_priority_rank,evidence_type
RA2,Royal Surrey County Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2383,5.157713239348739,4.984906715757013,0.313707782045544,0.31304951684997057,False,36,1.133931562950769e-89,0.0008980681847607098,1.133931562950769e-89,0.00017961363695214195,validation,165,model_conditional_scenario_no_new_NHS_observations
RA7,University Hospitals Bristol and Weston NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,8285,5.108738615013536,4.975673358741669,0.3132412941210456,0.31304951684997057,False,36,0.0,0.0009795812394503686,0.0,0.00019591624789007373,validation,155,model_conditional_scenario_no_new_NHS_observations
RAE,Bradford Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3212,5.09018474296827,4.971755117031832,0.31354015038601213,0.31304951684997057,False,36,8.098059591271605e-105,0.0010202428248662794,8.098059591271605e-105,0.0002040485649732559,validation,146,model_conditional_scenario_no_new_NHS_observations
RAJ,Mid and South Essex NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,6465,4.462888866214896,4.847268231220886,0.3132949227363694,0.31304951684997057,True,36,0.0,0.0009203097046185864,0.0,0.00018406194092371726,validation,164,model_conditional_scenario_no_new_NHS_observations
RAN,Royal National Orthopaedic Hospital NHS Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,773,5.375492586648612,5.2478269011699075,0.31500599755221903,0.31304951684997057,False,36,1.1801156572306842e-18,0.0008381273303778393,1.1801156572306842e-18,0.00016762546607556786,validation,170,model_conditional_scenario_no_new_NHS_observations
RAS,The Hillingdon Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,1970,5.002245530547993,4.95429552800825,0.3138428117128352,0.31304951684997057,False,36,3.5571573917567993e-25,0.0012051937805726985,3.5571573917567993e-25,0.0002410387561145397,validation,102,model_conditional_scenario_no_new_NHS_observations
RAT,North East London NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,3955,5.163350826992319,5.218422192998393,0.3134489779108627,0.31304951684997057,False,36,2.8485694217038154e-17,0.0014958537560640578,2.8485694217038154e-17,0.00029917075121281154,validation,33,model_conditional_scenario_no_new_NHS_observations
RBD,Dorset County Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,1616,5.009444890083157,4.95564820068778,0.31401204945887135,0.31304951684997057,False,36,4.440220983726745e-20,0.0011918819675076416,4.440220983726745e-20,0.00023837639350152831,validation,107,model_conditional_scenario_no_new_NHS_observations
RBK,Walsall Healthcare NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2314,4.652547173256712,4.8856034962375485,0.31372704947251173,0.31304951684997057,True,36,2.471865191632706e-20,0.001324756961282424,2.471865191632706e-20,0.0002649513922564848,validation,81,model_conditional_scenario_no_new_NHS_observations
RBL,Wirral University Teaching Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2794,4.71875466644158,4.898484079369528,0.3136124304621776,0.31304951684997057,True,36,9.096517203608895e-13,0.0014813458298350815,9.096517203608895e-13,0.0002962691659670163,validation,40,model_conditional_scenario_no_new_NHS_observations
RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,1134,5.678241716776859,5.306758849586483,0.31440610186039863,0.31304951684997057,False,36,3.94390968282517e-83,0.00043565968098070496,3.94390968282517e-83,8.713193619614099e-05,validation,190,model_conditional_scenario_no_new_NHS_observations
RBS,Alder Hey Children's NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2417,5.03379651104725,4.960544962425917,0.31369868541001106,0.31304951684997057,False,36,1.839382188035697e-43,0.0011362356683363255,1.839382188035697e-43,0.0002272471336672651,validation,120,model_conditional_scenario_no_new_NHS_observations
RBT,Mid Cheshire Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2321,5.159859070401051,4.985309447636012,0.3137250435492762,0.31304951684997057,False,36,1.8421376700964832e-86,0.0008946087923771967,1.8421376700964832e-86,0.00017892175847543935,validation,166,model_conditional_scenario_no_new_NHS_observations
RBV,The Christie NHS Foundation Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,1947,5.371544749364454,5.247987234537283,0.3138519787851162,0.31304951684997057,False,36,6.909503210053196e-77,0.0008270880247766228,6.909503210053196e-77,0.00016541760495532456,validation,175,model_conditional_scenario_no_new_NHS_observations
RC9,Bedfordshire Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3542,4.996424718879917,4.953250851415356,0.31349499204565984,0.31304951684997057,False,36,1.4997254151503527e-61,0.0012135502899976662,1.4997254151503527e-61,0.00024271005799953322,validation,99,model_conditional_scenario_no_new_NHS_observations
RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,5839,4.89781742010006,4.933714193136667,0.31332103877618744,0.31304951684997057,False,36,2.463840073270878e-43,0.0014424088558006125,2.463840073270878e-43,0.0002884817711601225,validation,51,model_conditional_scenario_no_new_NHS_observations
RCD,Harrogate and District NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3330,5.232869698503418,4.99995952590269,0.3135229880616525,0.31304951684997057,False,36,1.3089072135930063e-239,0.0007687679337187495,1.3089072135930063e-239,0.0001537535867437499,validation,180,model_conditional_scenario_no_new_NHS_observations
RCF,Airedale NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,1473,4.975561958614382,4.949023221824143,0.31410282093789393,0.31304951684997057,False,36,2.2204672770082634e-14,0.001266798164926629,2.2204672770082634e-14,0.0002533596329853258,validation,87,model_conditional_scenario_no_new_NHS_observations
RCU,Sheffield Children's NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2212,5.172472246752322,4.98775004720984,0.3137576912658809,0.31304951684997057,False,36,1.8294751671621329e-84,0.0008732484760006718,1.8294751671621329e-84,0.00017464969520013436,validation,168,model_conditional_scenario_no_new_NHS_observations
RCX,The Queen Elizabeth Hospital King's Lynn NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2188,4.693193387518781,4.893640713730196,0.3137653082233141,0.31304951684997057,True,36,6.096615052604624e-13,0.00142211612845648,6.096615052604624e-13,0.000284423225691296,validation,58,model_conditional_scenario_no_new_NHS_observations
RD1,Royal United Hospitals Bath NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3322,4.870227174391674,4.928309666648874,0.3135241135774271,0.31304951684997057,False,36,7.295147483514036e-13,0.0015129066223438278,7.295147483514036e-13,0.00030258132446876556,validation,31,model_conditional_scenario_no_new_NHS_observations
RD8,Milton Keynes University Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2646,5.007673109794047,4.955425465102583,0.3136434085137667,0.31304951684997057,False,36,2.1799638167138332e-41,0.0011909256506928221,2.1799638167138332e-41,0.00023818513013856442,validation,108,model_conditional_scenario_no_new_NHS_observations
RDE,East Suffolk and North Essex NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,6181,4.826152582960841,4.919471834377098,0.3133061199056143,0.31304951684997057,False,36,1.7182903951533254e-09,0.0016274971296776715,1.7182903951533254e-09,0.0003254994259355343,validation,8,model_conditional_scenario_no_new_NHS_observations
RDR,Sussex Community NHS Foundation Trust,Community Trusts,0.25,0.7,0.35,2.5,4042,5.455663526627008,5.247269705028458,0.3134404711753071,0.31304951684997057,False,36,0.0,0.0007083793399208191,0.0,0.00014167586798416383,validation,185,model_conditional_scenario_no_new_NHS_observations
RDU,Frimley Health NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,5683,5.214387091389177,4.996578332955439,0.31332843568848845,0.31304951684997057,False,36,0.0,0.0007946007125149627,0.0,0.00015892014250299254,validation,178,model_conditional_scenario_no_new_NHS_observations
RDY,Dorset Healthcare University NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,3551,5.32574192241569,5.250547117384002,0.313493876611311,0.31304951684997057,False,36,4.285785241249462e-88,0.00112209018822592,4.285785241249462e-88,0.000224418037645184,validation,124,model_conditional_scenario_no_new_NHS_observations
REF,Royal Cornwall Hospitals NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3848,4.677182765495703,4.890082250166438,0.3134599618057037,0.31304951684997057,True,36,2.4216197131374308e-33,0.0013757252602221931,2.4216197131374308e-33,0.0002751450520444386,validation,68,model_conditional_scenario_no_new_NHS_observations
REM,Liverpool University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,4448,4.900798593715324,4.934324277519915,0.3134051305871897,0.31304951684997057,False,36,1.3910474079277502e-29,0.0014355960809092504,1.3910474079277502e-29,0.00028711921618185005,validation,53,model_conditional_scenario_no_new_NHS_observations
REN,The Clatterbridge Cancer Centre NHS Foundation Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,1209,5.148985203133816,5.204556379991527,0.31432485992726655,0.31304951684997057,False,36,5.899388902866617e-12,0.0012603630666285026,5.899388902866617e-12,0.00025207261332570055,validation,88,model_conditional_scenario_no_new_NHS_observations
REP,Liverpool Women's NHS Foundation Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,772,4.870614374479285,5.151919899384434,0.3150083971072306,0.31304951684997057,True,36,2.0752629602056492e-08,0.0012573922359431183,2.0752629602056492e-08,0.00025147844718862366,validation,91,model_conditional_scenario_no_new_NHS_observations
RET,The Walton Centre NHS Foundation Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,578,5.26298595970273,5.226311557961424,0.3156200063228994,0.31304951684997057,False,36,1.0797737401681836e-09,0.001041077460677082,1.0797737401681836e-09,0.00020821549213541641,validation,144,model_conditional_scenario_no_new_NHS_observations
RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,4158,4.72425974416934,4.899364983114332,0.31342967689528417,0.31304951684997057,True,36,5.58796515673064e-19,0.0014908269240556478,5.58796515673064e-19,0.00029816538481112955,validation,34,model_conditional_scenario_no_new_NHS_observations
RFF,Barnsley Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2219,5.136556181678653,4.9806991559335065,0.3137555000949722,0.31304951684997057,False,36,1.0335212125155373e-70,0.0009368051854364128,1.0335212125155373e-70,0.00018736103708728256,validation,161,model_conditional_scenario_no_new_NHS_observations
RFR,The Rotherham NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3137,5.104376831626352,4.974548337005851,0.31355172060980646,0.31304951684997057,False,36,1.0816595417802573e-109,0.0009931297751420382,1.0816595417802573e-109,0.00019862595502840764,validation,152,model_conditional_scenario_no_new_NHS_observations
RFS,Chesterfield Royal Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2972,5.003096039227562,4.9545438421574195,0.3135792010877168,0.31304951684997057,False,36,2.515971622853231e-48,0.0012000221778489038,2.515971622853231e-48,0.00024000443556978075,validation,104,model_conditional_scenario_no_new_NHS_observations
RGD,Leeds and York Partnership NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,1497,5.190906308393158,5.2240112298459245,0.31408640963342355,0.31304951684997057,False,36,4.640366651379713e-09,0.001431519120843829,4.640366651379713e-09,0.0002863038241687658,validation,55,model_conditional_scenario_no_new_NHS_observations
RGM,Royal Papworth Hospital NHS Foundation Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,1177,5.188774029843231,5.212259258259267,0.3143583017672143,0.31304951684997057,False,36,2.1256371729424527e-14,0.0011752020782077877,2.1256371729424527e-14,0.00023504041564155752,validation,111,model_conditional_scenario_no_new_NHS_observations
RGN,North West Anglia NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3216,4.459261605305287,4.847152363897817,0.3135395482640853,0.31304951684997057,True,36,1.1182026792177354e-143,0.0009213671709966541,1.1182026792177354e-143,0.00018427343419933083,validation,163,model_conditional_scenario_no_new_NHS_observations
RGP,James Paget University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,1657,4.760551985153012,4.907074272987955,0.3139888403467488,0.31304951684997057,True,36,3.894969616208038e-06,0.0015966950460216843,3.894969616208038e-06,0.00031933900920433686,validation,14,model_conditional_scenario_no_new_NHS_observations
RGR,West Suffolk NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2435,4.74071370554987,4.9028969562847085,0.31369397058881726,0.31304951684997057,True,36,8.796959317215833e-09,0.001538870438047452,8.796959317215833e-09,0.0003077740876094904,validation,24,model_conditional_scenario_no_new_NHS_observations
RGT,Cambridge University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,6990,4.925261247972768,4.939160913719293,0.31327660460804624,0.3130495168499705,False,36,1.337553111948033e-91,0.0013750077898523325,1.337553111948033e-91,0.0002750015579704665,validation,69,model_conditional_scenario_no_new_NHS_observations
RHA,Nottinghamshire Healthcare NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,4456,4.874412494463094,5.1611434201850335,0.31340449829569017,0.31304951684997057,True,36,3.177616653674305e-161,0.0010696471947697593,3.177616653674305e-161,0.00021392943895395187,validation,136,model_conditional_scenario_no_new_NHS_observations
RHM,University Hospital Southampton NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,4801,4.898579234362294,4.933878603768629,0.3133792176634692,0.31304951684997057,False,36,4.095590471449179e-32,0.0014409064911101537,4.095590471449179e-32,0.0002881812982220307,validation,52,model_conditional_scenario_no_new_NHS_observations
RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,10718,4.881592309708601,4.930453279949279,0.3131979358613043,0.31304951684997057,False,36,2.880588222011594e-90,0.0014823611322603593,2.880588222011594e-90,0.0002964722264520719,validation,39,model_conditional_scenario_no_new_NHS_observations
RHU,Portsmouth Hospitals University NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3768,4.802865589846258,4.9149611475589605,0.31346857698827685,0.31304951684997057,False,36,1.8321809184092205e-05,0.001690765450246121,1.8321809184092205e-05,0.0003381530900492242,validation,2,model_conditional_scenario_no_new_NHS_observations
RHW,Royal Berkshire NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,4156,5.285013243534149,5.010425158598678,0.31342985795128336,0.31304951684997057,False,36,0.0,0.0006875430528458657,0.0,0.00013750861056917313,validation,186,model_conditional_scenario_no_new_NHS_observations
RJ1,Guy's and St Thomas' NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,11816,5.128245974433135,4.979609907622771,0.3131841944798695,0.31304951684997057,False,36,0.0,0.0009419359891815041,0.0,0.00018838719783630082,validation,160,model_conditional_scenario_no_new_NHS_observations
RJ2,Lewisham and Greenwich NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,4770,5.01487492662177,4.956940883477633,0.31338134106901894,0.31304951684997057,False,36,6.524234105100616e-124,0.0011719914152936107,6.524234105100616e-124,0.00023439828305872216,validation,112,model_conditional_scenario_no_new_NHS_observations
RJ6,Croydon Health Services NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2037,5.027158642981511,4.959188079128477,0.31381726289902223,0.31304951684997057,False,36,1.4370002691261758e-31,0.0011517739527890042,1.4370002691261758e-31,0.00023035479055780083,validation,117,model_conditional_scenario_no_new_NHS_observations
RJ7,St George's University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,4453,4.887730566714432,4.931734326308327,0.3134047351413346,0.31304951684997057,False,36,4.013393850678375e-24,0.001468077407596129,4.013393850678375e-24,0.0002936154815192258,validation,41,model_conditional_scenario_no_new_NHS_observations
RJ8,Cornwall Partnership NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,3068,5.026328323604617,5.191417515487768,0.3135628578692788,0.31304951684997057,True,36,4.034642991096944e-20,0.0014111194328111066,4.034642991096944e-20,0.0002822238865622213,validation,62,model_conditional_scenario_no_new_NHS_observations
RJC,South Warwickshire University NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2605,5.194167129545242,4.9921458067809406,0.31365260270769907,0.3130495168499705,False,36,2.5021149635024425e-126,0.0008343546243396075,2.5021149635024425e-126,0.0001668709248679215,validation,173,model_conditional_scenario_no_new_NHS_observations
RJE,University Hospitals of North Midlands NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,5372,4.8790352090298,4.929991442508379,0.31334445377011594,0.31304951684997057,False,36,3.825996177697274e-27,0.0014896369159683232,3.825996177697274e-27,0.00029792738319366465,validation,35,model_conditional_scenario_no_new_NHS_observations
RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3271,4.946698589583346,4.943418161858681,0.3135314164678418,0.31304951684997057,False,36,4.473762703999939e-33,0.0013265186048876164,4.473762703999939e-33,0.0002653037209775233,validation,78,model_conditional_scenario_no_new_NHS_observations
RJN,East Cheshire NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,1321,4.924497900633165,4.939096675372727,0.3142201671073248,0.3130495168499705,False,36,2.1938528614327642e-09,0.0013846787058379457,2.1938528614327642e-09,0.0002769357411675891,validation,67,model_conditional_scenario_no_new_NHS_observations
RJR,Countess of Chester Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2188,4.618213802992669,4.878919417139686,0.3137653082233141,0.31304951684997057,True,36,3.6240133519152086e-25,0.0012479332693398249,3.6240133519152086e-25,0.00024958665386796497,validation,92,model_conditional_scenario_no_new_NHS_observations
RJZ,King's College Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,6353,4.844882315255672,4.923189757361816,0.31329921977974556,0.31304951684997057,False,36,6.364856895139817e-16,0.0015776664060242701,6.364856895139817e-16,0.000315533281204854,validation,17,model_conditional_scenario_no_new_NHS_observations
RK5,Sherwood Forest Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3596,4.833012007832405,4.920936928975487,0.31348838219233494,0.31304951684997057,False,36,7.134408899389768e-08,0.0016095049470057838,7.134408899389768e-08,0.0003219009894011568,validation,10,model_conditional_scenario_no_new_NHS_observations
RK9,University Hospitals Plymouth NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,5422,4.868694596347482,4.927937894714712,0.3133417555338361,0.31304951684997057,False,36,1.7958046571245205e-22,0.0015159675939860854,1.7958046571245205e-22,0.0003031935187972171,validation,30,model_conditional_scenario_no_new_NHS_observations
RKB,University Hospitals Coventry and Warwickshire NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,6305,4.933915092043216,4.940882724650177,0.31330110778398795,0.31304951684997057,False,36,6.374416735614176e-86,0.0013545055661526501,6.374416735614176e-86,0.00027090111323053003,validation,72,model_conditional_scenario_no_new_NHS_observations
RKE,Whittington Health NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2483,5.241123918395662,5.00134776497931,0.3136817261924919,0.31304951684997057,False,36,6.839825306647387e-143,0.0007589970020179787,6.839825306647387e-143,0.00015179940040359574,validation,182,model_conditional_scenario_no_new_NHS_observations
RKL,West London NHS Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,4133,5.379938065556677,5.2613100510349415,0.31343195255913453,0.31304951684997057,False,36,6.159263331146584e-171,0.00101226295578953,6.159263331146584e-171,0.000202452591157906,validation,148,model_conditional_scenario_no_new_NHS_observations
RL1,The Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,822,5.061806859756023,5.188147376346094,0.3148952130822273,0.31304951684997057,False,36,2.9248762412873494e-06,0.001461754413321776,2.9248762412873494e-06,0.00029235088266435516,validation,44,model_conditional_scenario_no_new_NHS_observations
RL4,The Royal Wolverhampton NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3372,4.727096750241856,4.900023367479641,0.31351716560943227,0.31304951684997057,True,36,4.794361174683146e-14,0.0015000766823474055,4.794361174683146e-14,0.0003000153364694811,validation,32,model_conditional_scenario_no_new_NHS_observations
RLQ,Wye Valley NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,1976,5.012313124373934,4.956269017422161,0.31384045464572197,0.31304951684997057,False,36,3.518494179340656e-27,0.0011835186039123498,3.518494179340656e-27,0.00023670372078246995,validation,110,model_conditional_scenario_no_new_NHS_observations
RLT,George Eliot Hospital NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,1634,5.055260492039282,4.964591549184381,0.31400172037538815,0.3130495168499705,False,36,4.540899145233534e-27,0.0010966285304062834,4.540899145233534e-27,0.0002193257060812567,validation,132,model_conditional_scenario_no_new_NHS_observations
RLY,North Staffordshire Combined Healthcare NHS Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,1295,5.506161264635511,5.285168674924556,0.31424290908858854,0.31304951684997057,False,36,1.450460481123413e-41,0.0008042244728202649,1.450460481123413e-41,0.00016084489456405298,validation,177,model_conditional_scenario_no_new_NHS_observations
RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,4723,4.540971614751612,4.8629710909945025,0.3133846131095572,0.31304951684997057,True,36,1.3325349570466857e-177,0.0010729450578645444,1.3325349570466857e-177,0.00021458901157290887,validation,135,model_conditional_scenario_no_new_NHS_observations
RMC,Bolton NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2678,4.76416657366604,4.907457614604685,0.3136364250512754,0.3130495168499705,True,36,3.1634117575482776e-07,0.0015984453945280946,3.1634117575482776e-07,0.0003196890789056189,validation,13,model_conditional_scenario_no_new_NHS_observations
RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2236,4.938009896188618,4.941706994982574,0.31375023471056224,0.3130495168499705,False,36,1.0430851320242639e-17,0.0013488741667332998,1.0430851320242639e-17,0.00026977483334666,validation,73,model_conditional_scenario_no_new_NHS_observations
RMY,Norfolk and Suffolk NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,3589,4.828751733855252,5.152269014420352,0.31348922793840833,0.31304951684997057,True,36,5.0574624248425735e-145,0.000982743943086423,5.0574624248425735e-145,0.00019654878861728462,validation,154,model_conditional_scenario_no_new_NHS_observations
RN3,Great Western Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3628,5.045833543992019,4.963025553933948,0.31348455699500793,0.31304951684997057,False,36,2.6207262419083794e-96,0.0011081972687340678,2.6207262419083794e-96,0.00022163945374681354,validation,131,model_conditional_scenario_no_new_NHS_observations
RN5,Hampshire Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,4192,5.077659721310114,4.969360013491933,0.3134266251054653,0.3130495168499705,False,36,4.5873342710724686e-158,0.001042981591917105,4.5873342710724686e-158,0.00020859631838342102,validation,142,model_conditional_scenario_no_new_NHS_observations
RN7,Dartford and Gravesham NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,1909,5.079731080231118,4.969460656367418,0.3138675975960496,0.31304951684997057,False,36,7.997535829765236e-40,0.0010459229118518385,7.997535829765236e-40,0.0002091845823703677,validation,139,model_conditional_scenario_no_new_NHS_observations
RNA,The Dudley Group NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2397,4.679990273107688,4.8909659847879245,0.31370400567436907,0.3130495168499705,True,36,2.1722101358825864e-16,0.0013887461260231214,2.1722101358825864e-16,0.00027774922520462425,validation,66,model_conditional_scenario_no_new_NHS_observations
RNK,Tavistock and Portman NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,392,5.270150977911881,5.238922664925612,0.3167182484278611,0.3130495168499705,False,36,6.118195156229083e-06,0.0012791313173710335,6.118195156229083e-06,0.0002558262634742067,validation,85,model_conditional_scenario_no_new_NHS_observations
RNN,North Cumbria Integrated Care NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3822,5.044767141702418,4.962826061939035,0.31346272262431346,0.31304951684997057,False,36,4.637355315868566e-105,0.001110081156082991,4.637355315868566e-105,0.00022201623121659823,validation,129,model_conditional_scenario_no_new_NHS_observations
RNQ,Kettering General Hospital NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2595,4.799163194662444,4.914365423703961,0.3136548885417104,0.31304951684997057,True,36,2.9359008863366886e-05,0.001692543808632526,2.9359008863366886e-05,0.00033850876172650523,validation,1,model_conditional_scenario_no_new_NHS_observations
RNS,Northampton General Hospital NHS Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3144,4.835477210198987,4.921458564858576,0.3135506176836485,0.31304951684997057,False,36,1.2915667876616318e-07,0.0016031108609585775,1.2915667876616318e-07,0.0003206221721917155,validation,11,model_conditional_scenario_no_new_NHS_observations
RNU,Oxford Health NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,4537,5.324667624556779,5.250380054658458,0.31339822073913,0.3130495168499705,False,36,5.660306922646761e-137,0.0011229781879445455,5.660306922646761e-137,0.0002245956375889091,validation,123,model_conditional_scenario_no_new_NHS_observations
RNZ,Salisbury NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,2465,4.993064704590668,4.952537095652808,0.3136862629249606,0.31304951684997057,False,36,7.60249675392157e-33,0.0012232670503523272,7.60249675392157e-33,0.00024465341007046544,validation,97,model_conditional_scenario_no_new_NHS_observations
RP1,Northamptonshire Healthcare NHS Foundation Trust,"MH&LD, MH, LD&Community Trusts",0.25,0.7,0.35,2.5,3233,5.330652636147439,5.2514963239294365,0.31353700564804965,0.31304951684997057,False,36,2.9181156829672766e-77,0.0011125262361744654,2.9181156829672766e-77,0.00022250524723489308,validation,128,model_conditional_scenario_no_new_NHS_observations
RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,Acute Specialist Trusts,0.25,0.7,0.35,2.5,2877,4.970756513710058,5.169152011071145,0.31359643182347513,0.31304951684997057,True,36,2.1467442361884374e-15,0.001449436481831212,2.1467442361884374e-15,0.0002898872963662424,validation,48,model_conditional_scenario_no_new_NHS_observations
RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Acute&Acute Community Trusts,0.25,0.7,0.35,2.5,3870,5.031214344280041,4.9601464416833325,0.313457654381965,0.31304951684997057,False,36,9.877620171681592e-97,0.001138266900154827,9.877620171681592e-97,0.00022765338003096538,validation,119,model_conditional_scenario_no_new_NHS_observations
